id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_puskesmas,keterangan,jumlah,satuan,tahun
411,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT MENGGER,USIA PRODUKTIF,7504,ORANG,2021
412,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT MENGGER,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1661,ORANG,2021
413,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT MOCH. RAMDAN,USIA PRODUKTIF,23590,ORANG,2021
414,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT MOCH. RAMDAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,4005,ORANG,2021
415,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT NEGLASARI,USIA PRODUKTIF,25484,ORANG,2021
416,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT NEGLASARI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,4913,ORANG,2021
417,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PADASUKA,USIA PRODUKTIF,44353,ORANG,2021
418,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PADASUKA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,5092,ORANG,2021
419,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PAGARSIH,USIA PRODUKTIF,12607,ORANG,2021
420,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PAGARSIH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2162,ORANG,2021
421,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT PAMULANG,USIA PRODUKTIF,4668,ORANG,2021
422,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT PAMULANG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1237,ORANG,2021
423,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANGHEGAR,USIA PRODUKTIF,16287,ORANG,2021
424,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANGHEGAR,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1280,ORANG,2021
425,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANYILEUKAN,USIA PRODUKTIF,10780,ORANG,2021
426,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANYILEUKAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2706,ORANG,2021
427,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT PASAWAHAN,USIA PRODUKTIF,5450,ORANG,2021
428,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT PASAWAHAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,570,ORANG,2021
429,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT PASIRJATI,USIA PRODUKTIF,11479,ORANG,2021
430,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT PASIRJATI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1682,ORANG,2021
431,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT PASIRKALIKI,USIA PRODUKTIF,47200,ORANG,2021
432,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT PASIRKALIKI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,18208,ORANG,2021
433,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PASIRLAYUNG,USIA PRODUKTIF,29540,ORANG,2021
434,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PASIRLAYUNG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,5778,ORANG,2021
435,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASIRLUYU,USIA PRODUKTIF,18718,ORANG,2021
436,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASIRLUYU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,3859,ORANG,2021
437,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASUNDAN,USIA PRODUKTIF,10122,ORANG,2021
438,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASUNDAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1230,ORANG,2021
439,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PELINDUNG HEWAN,USIA PRODUKTIF,22072,ORANG,2021
440,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PELINDUNG HEWAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,8637,ORANG,2021
441,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT PUTER,USIA PRODUKTIF,17404,ORANG,2021
442,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT PUTER,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2976,ORANG,2021
443,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT RIUNG BANDUNG,USIA PRODUKTIF,20763,ORANG,2021
444,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT RIUNG BANDUNG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,3036,ORANG,2021
445,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT RUSUNAWA,USIA PRODUKTIF,29265,ORANG,2021
446,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT RUSUNAWA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,5313,ORANG,2021
447,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT SALAM,USIA PRODUKTIF,3898,ORANG,2021
448,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT SALAM,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2049,ORANG,2021
449,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SARIJADI,USIA PRODUKTIF,17720,ORANG,2021
450,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SARIJADI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2582,ORANG,2021
451,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,UPT SEKEJATI,USIA PRODUKTIF,22882,ORANG,2021
452,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,UPT SEKEJATI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2187,ORANG,2021
453,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT SEKELOA,USIA PRODUKTIF,7080,ORANG,2021
454,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT SEKELOA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1275,ORANG,2021
455,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT SINDANG JAYA,USIA PRODUKTIF,17869,ORANG,2021
456,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT SINDANG JAYA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,4872,ORANG,2021
457,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAGALIH,USIA PRODUKTIF,12061,ORANG,2021
458,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAGALIH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1089,ORANG,2021
459,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT SUKAHAJI,USIA PRODUKTIF,40017,ORANG,2021
460,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT SUKAHAJI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,9180,ORANG,2021
461,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAJADI,USIA PRODUKTIF,45749,ORANG,2021
462,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAJADI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,12855,ORANG,2021
463,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT SUKAPARKIR,USIA PRODUKTIF,18143,ORANG,2021
464,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT SUKAPARKIR,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,3204,ORANG,2021
465,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT SUKARAJA,USIA PRODUKTIF,15783,ORANG,2021
466,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT SUKARAJA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,3104,ORANG,2021
467,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SUKARASA,USIA PRODUKTIF,8674,ORANG,2021
468,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SUKARASA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,3654,ORANG,2021
469,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAWARNA,USIA PRODUKTIF,9256,ORANG,2021
470,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAWARNA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2786,ORANG,2021
471,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT SURYALAYA,USIA PRODUKTIF,4039,ORANG,2021
472,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT SURYALAYA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1310,ORANG,2021
473,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT TALAGABODAS,USIA PRODUKTIF,17799,ORANG,2021
474,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT TALAGABODAS,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1619,ORANG,2021
475,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT TAMANSARI,USIA PRODUKTIF,14803,ORANG,2021
476,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT TAMANSARI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,5114,ORANG,2021
477,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT TAMBLONG,USIA PRODUKTIF,19283,ORANG,2021
478,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT TAMBLONG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1654,ORANG,2021
479,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT UJUNGBERUNG INDAH,USIA PRODUKTIF,46368,ORANG,2021
480,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT UJUNGBERUNG INDAH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,6372,ORANG,2021
481,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT AHMAD YANI,USIA PRODUKTIF,14935,ORANG,2022
482,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT AHMAD YANI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,9755,ORANG,2022
483,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT ANTAPANI,USIA PRODUKTIF,19991,ORANG,2022
484,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT ANTAPANI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,10765,ORANG,2022
485,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT ARCAMANIK,USIA PRODUKTIF,22342,ORANG,2022
486,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT ARCAMANIK,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,22228,ORANG,2022
487,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT ASTANA ANYAR,USIA PRODUKTIF,7902,ORANG,2022
488,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT ASTANA ANYAR,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,10021,ORANG,2022
489,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKAN SARI,USIA PRODUKTIF,61311,ORANG,2022
490,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKAN SARI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,32359,ORANG,2022
491,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKAN SURABAYA,USIA PRODUKTIF,25440,ORANG,2022
492,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKAN SURABAYA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,16627,ORANG,2022
493,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT BABAKAN TAROGONG,USIA PRODUKTIF,29727,ORANG,2022
494,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT BABAKAN TAROGONG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,13216,ORANG,2022
495,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT BABATAN,USIA PRODUKTIF,20141,ORANG,2022
496,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT BABATAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,9987,ORANG,2022
497,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT BALAIKOTA,USIA PRODUKTIF,5551,ORANG,2022
498,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT BALAIKOTA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,12086,ORANG,2022
499,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CARINGIN,USIA PRODUKTIF,37292,ORANG,2022
500,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CARINGIN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,22323,ORANG,2022
501,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT CEMPAKA ARUM,USIA PRODUKTIF,6523,ORANG,2022
502,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT CEMPAKA ARUM,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,11636,ORANG,2022
503,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT KIDUL,USIA PRODUKTIF,14941,ORANG,2022
504,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT KIDUL,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,14220,ORANG,2022
505,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT WETAN,USIA PRODUKTIF,13047,ORANG,2022
506,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT WETAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,13643,ORANG,2022
507,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIBIRU,USIA PRODUKTIF,10790,ORANG,2022
508,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIBIRU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,18515,ORANG,2022
509,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CIBOLERANG,USIA PRODUKTIF,15836,ORANG,2022
510,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CIBOLERANG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,8714,ORANG,2022
511,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIBUNTU,USIA PRODUKTIF,32738,ORANG,2022
512,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIBUNTU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,25270,ORANG,2022
513,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT CIGADUNG,USIA PRODUKTIF,21089,ORANG,2022
514,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT CIGADUNG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,11052,ORANG,2022
515,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIGONDEWAH,USIA PRODUKTIF,27020,ORANG,2022
516,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIGONDEWAH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,12229,ORANG,2022
517,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA BARU,USIA PRODUKTIF,7825,ORANG,2022
518,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA BARU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,11278,ORANG,2022
519,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA LAMA,USIA PRODUKTIF,17044,ORANG,2022
520,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA LAMA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,21121,ORANG,2022
521,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIJERAH,USIA PRODUKTIF,31179,ORANG,2022
522,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIJERAH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,13467,ORANG,2022
523,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT CIKUTRA LAMA,USIA PRODUKTIF,17564,ORANG,2022
524,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT CIKUTRA LAMA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,12495,ORANG,2022
525,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CILENGKRANG,USIA PRODUKTIF,9269,ORANG,2022
526,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CILENGKRANG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,7790,ORANG,2022
527,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,UPT CINAMBO,USIA PRODUKTIF,16996,ORANG,2022
528,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,UPT CINAMBO,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,24054,ORANG,2022
529,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIPADUNG,USIA PRODUKTIF,30276,ORANG,2022
530,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIPADUNG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,15173,ORANG,2022
531,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIPAKU,USIA PRODUKTIF,7059,ORANG,2022
532,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIPAKU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,7838,ORANG,2022
533,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT CIPAMOKOLAN,USIA PRODUKTIF,30256,ORANG,2022
534,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT CIPAMOKOLAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,22269,ORANG,2022
535,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT CITARIP,USIA PRODUKTIF,33320,ORANG,2022
536,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT CITARIP,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,20993,ORANG,2022
537,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIUMBULEUIT,USIA PRODUKTIF,28573,ORANG,2022
538,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIUMBULEUIT,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,15697,ORANG,2022
539,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT DAGO,USIA PRODUKTIF,33071,ORANG,2022
540,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT DAGO,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,19410,ORANG,2022
541,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT DERWATI,USIA PRODUKTIF,26112,ORANG,2022
542,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT DERWATI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,13407,ORANG,2022
543,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT GARUDA,USIA PRODUKTIF,44828,ORANG,2022
544,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT GARUDA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,34904,ORANG,2022
545,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT GIRIMANDE,USIA PRODUKTIF,0,ORANG,2022
546,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT GIRIMANDE,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,8585,ORANG,2022
547,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT GRIYA ANTAPANI,USIA PRODUKTIF,15164,ORANG,2022
